293,34.0
294,34.0
295,34.0
296,34.0
297,34.0
298,34.0
299,34.0
300,34.0
301,34.0
302,34.0
303,34.0
304,34.0
305,34.0
306,34.0
307,34.0
308,34.0
309,34.0
310,34.0
311,34.0
312,34.0
313,34.0
314,34.0
315,34.0
316,34.0
317,34.0
318,34.0
319,34.0
320,34.0
321,34.0
322,34.0
323,34.0
324,34.0
325,34.0
326,34.0
327,36.0
328,36.0
329,36.0
330,36.0
331,36.0
332,36.0
333,36.0
334,36.0
335,36.0
336,36.0
337,36.0
338,36.0
339,36.0
340,36.0
341,36.0
342,36.0
343,36.0
344,36.0
345,36.0
346,36.0
347,36.0
348,36.0
349,36.0
350,36.0
351,36.0
352,36.0
353,36.0
354,36.0
355,36.0
356,36.0
357,36.0
358,38.0
359,38.0
360,38.0
361,38.0
362,40.0
363,40.0
364,40.0
365,40.0
366,40.0
367,40.0
368,40.0
369,40.0
370,40.0
371,40.0
372,42.0
373,42.0
374,44.0
375,44.0
376,44.0
377,44.0
378,44.0
379,44.0
380,44.0
381,44.0
382,46.0
383,46.0
384,46.0
385,46.0
386,46.0
387,46.0
388,46.0
389,46.0
390,46.0
391,46.0
392,46.0
393,46.0
394,46.0
395,46.0
396,46.0
397,46.0
398,46.0
399,46.0
400,46.0
401,46.0
402,46.0
403,46.0
404,46.0
405,46.0
406,46.0
407,46.0
408,46.0
409,46.0
410,46.0
411,46.0
412,46.0
413,46.0
414,46.0
415,46.0
416,46.0
417,46.0
418,46.0
419,46.0
420,46.0
421,46.0
422,46.0
423,46.0
424,46.0
425,46.0
426,46.0
427,46.0
428,46.0
429,46.0
430,46.0
431,46.0
432,46.0
433,46.0
434,46.0
435,46.0
436,46.0
437,46.0
438,46.0
439,46.0
440,46.0
441,46.0
442,46.0
443,46.0
444,46.0
445,46.0
446,46.0
447,46.0
448,46.0
449,46.0
450,46.0
451,46.0
452,46.0
453,46.0
454,46.0
455,46.0
456,46.0
457,46.0
458,46.0
459,46.0
460,46.0
461,46.0
462,46.0
463,46.0
464,46.0
465,46.0
466,46.0
467,46.0
468,46.0
469,48.0
470,48.0
471,48.0
472,48.0
473,48.0
474,48.0
475,48.0
476,48.0
477,48.0
478,48.0
479,48.0
480,48.0
481,50.0
482,50.0
483,50.0
484,50.0
485,50.0
486,50.0
487,50.0
488,50.0
489,50.0
490,50.0
491,50.0
492,50.0
493,50.0
494,50.0
495,50.0
496,50.0
497,50.0
498,50.0
499,50.0
500,50.0
501,50.0
502,50.0
503,50.0
504,50.0
505,50.0
506,50.0
507,50.0
508,50.0
509,50.0
510,50.0
511,50.0
512,50.0
513,50.0
514,50.0
515,50.0
516,50.0
517,50.0
518,50.0
519,50.0
520,50.0
521,50.0
522,50.0
523,50.0
524,50.0
525,50.0
526,50.0
527,50.0
528,50.0
529,50.0
530,50.0
531,50.0
532,50.0
533,50.0
534,50.0
535,50.0
536,50.0
537,50.0
538,50.0
539,50.0
540,50.0
541,50.0
542,50.0
543,50.0
544,50.0
545,52.0
546,52.0
547,52.0
548,52.0
549,52.0
550,52.0
551,52.0
552,52.0
553,52.0
554,52.0
555,52.0
556,52.0
557,52.0
558,52.0
559,52.0
560,54.0
561,54.0
562,54.0
563,54.0
564,54.0
565,54.0
566,54.0
567,54.0
568,54.0
569,55.0
570,55.0
571,55.0
572,56.0
573,56.0
574,56.0
575,56.0
576,56.0
577,56.0
578,56.0
579,56.0
580,56.0
581,56.0
582,56.0
583,56.0
584,56.0
585,56.0
586,56.0
587,56.0
588,56.0
589,56.0
